net_profit,current_assets,total_inventory,proprtor_capt_reserves,total_debt,capital_allowance,installment_tax_paid,tax_payable_IT,sales_exempt,output_VAT,input_VAT,VAT_payable,less_crdt_bal_prv_mnth,WVAT - credit,VAT_advance_paid,paye_payable,current_ratio,quick_ratio,Gearing_ratio,total_liabilities,payment_time
448007,42674208,14689760,5724448,22398894,253651.95,0,100922.45,0,14165587.18,14004604.18,-1446464.21,1554604.21,52843,8942,0,2.570526528,1.685673134,3.912847841,39000243,1
7437903,80882523,0,-39756640.79,43155690,5115688.87,0,3892104.498,0,63027825.07,17080779.95,9093209.121,167705.02,13171,330826.6063,7830261.319,0.701663223,0.701663223,-1.085496389,158428260,1
1865178.06,2,0,0,2,0,0,559553.42,0,3129306.05,2498097.33,-616217,999645.72,247780,293266,0,0,0,0,2,1
6052291,6782852,5983415,30288035,0,1436828.51,0,1804177.3,0,14360473.83,9476459.51,-6367670.829,7877323.808,3289713.125,80156.02,99025.8,0.571158871,0.067317632,0,11875596,1
-2366285,2067657,1825222,-2266285,0,1513913.1,0,0,0,6257832.33,4281714.17,1862327.76,113790.4,0,100819,0,0.124274589,0.014571329,0,16637810,1
-6801678,6490498,0,-5550373,12821999,0,0,0,0,3953650.98,864326.16,2505481.05,134303.22,449540.55,330826.6063,0,1.78109571,1.78109571,-2.310114834,16466103,1
211336.6,3638438,0,361138,0,0,0,63400.98,0,14585132.44,15125991.77,-6367670.829,7877323.808,0,0,0,1.110193757,1.110193757,0,3277300,1
-694463.59,1186006.39,0,-288464,227119.39,0,39206,0,0,2381634.13,887236.24,1082989.37,411408.52,0,0,783433.08,0.95082009,0.95082009,-0.7873405,1474470.39,1
-904469.66,2588672,869063,-1139542.19,3762842,0,0,35.69,0,3589107.69,3349841.25,239266.44,0,0,15911,0,3.521419986,2.339216981,-3.302064665,4497963.63,0
5803830,2,0,2,0,0,289658.75,1741149,0,2109646.74,330693.52,1681921.22,0,97032,0,458691.4,0,0,0,0,1
12203754.25,167610171.3,15326245,66261067.99,67155325,5292318.225,289658.75,3892104.498,0,63027825.07,19028537.81,9093209.121,468522.85,3289713.125,330826.6063,7830261.319,1.416096991,1.286609327,1.013495964,185515982.8,1
185692.15,2385384,0,5804351,16859822,0,0,162575.63,0,4248864.99,3113276.6,-6367670.829,6724073.85,972727.55,0,25400,1.021512108,1.021512108,2.904686846,19194972,0
28414,27406304,13224369,5184733,25284852,1491171.63,0,8524.2,0,5460711.67,5326910.5,-309142.25,436643.42,6300,4750.88,190614.8,7.951425067,4.114622441,4.876789605,28731568,1
38000,10000,0,100000,0,0,0,11400,0,251808,10552.55,205079.45,15310,20866,9600,0,0,0,0,0,1
5353615.2,24927537,0,3663522,0,0,289658.75,2100561.83,0,21077846.97,2283499.2,9093209.121,2378908.63,0,330826.6063,7830261.319,1.172287407,1.172287407,0,21264015,1
0,0,0,0,0,0,0,0,0,4464,0,4464,0,0,0,0,0,0,0,0,1
12203754.25,167610171.3,0,-39756640.79,82970981.25,5292318.225,0,0,329935.625,63027825.07,21755518.57,9093209.121,0,3289713.125,330826.6063,7830261.319,1.416096991,1.416096991,-2.086971625,201331639,1
-8140626,7327273,0,-11817175,11050000,3179451.35,51744,0,0,14673649.41,10754348.5,2258204.52,1661096.39,0,330826.6063,4185229.25,0.122773955,0.122773955,-0.935079662,70731005,1
-61957,1252100,90500,577024,0,15326.8,0,0,0,2197817.76,2174107.36,-134576.29,158286.69,0,0,0,1.543648984,1.432076239,0,811130,1
-12991,822882,362100,-78804,387966,5238,0,3447.3,0,670780.64,653745.82,-98072.78,115107.6,0,0,0,1.249278108,0.69954728,-4.923176489,1046652,1
6497881,69065237,0,4604277,50400000,513714.7,0,1993604.19,0,52844110.05,33210906.12,-3973914.55,3945758.58,464181,0,1047287.25,1.032395477,1.032395477,10.94634402,117298043,1
-8317999.75,1285042,517510,300000,13870451,1569026.9,0,0,329935.625,2725213.86,2340781.46,235480.68,148951.72,0,0,968812.65,0.495347165,0.29586177,46.23483667,16464676,1
1083600,6214615,3340820,1398062,6658046,36225,0,316376.5,329935.625,6945925.61,6576261.85,-3061967.26,3365047.02,66584,1635.96,0,227.4333028,105.1709058,4.762339582,6685371,0
692997,1354967,0,-1316258,1907486,63630.98,10741,207899.01,0,2809254.87,865230.72,1818325.3,122144.85,3554,0,311380,1.059748595,1.059748595,-1.449173338,3186060,1
3472807.66,1732817,0,996830,4301570,377406.3,0,1438799.9,2,2024781.38,450050.63,1231867.34,342863.41,0,41679.35,1041888.9,1.929187017,1.929187017,4.31524934,5199781,1
12203754.25,21781469,211714,38018258,38798493,2101664.3,0,3892104.498,329935.625,5648846.88,4104135.69,230573,453812.19,860326,0,370156.15,2.009485924,1.989953894,1.020522639,49637817,0
4057801.03,0,0,1,2,0,0,1213695.28,0,1312276.87,488843.11,808386.7,11040.06,4007,0,109480,0,0,2,3,1
-387944,4435823,0,-1012220,5380946,45400.75,0,0,0,2978362.58,527271.03,1364793.93,711200.62,375097,0,0,6.421284019,6.421284019,-5.315984667,6071746,1
10303294,167610171.3,15326245,33135785,503259,5292318.225,289658.75,3892104.498,0,63027825.07,33210906.12,-6367670.829,7877323.808,3289713.125,330826.6063,7830261.319,1.416096991,1.286609327,0.01518778,118863916.8,1
572013,5151271,1363557,635157,111112,236071.98,124213,174026.25,0,8170400.51,4427765.74,3512509,72603.77,157522,157008,3060184.35,0.941118427,0.692001535,0.174936276,5584675,1
6430996,5110314,0,5476286,3105818,860637.15,289658.75,1930863.08,0,18657576.41,3861470.61,9093209.121,188834.9,2394024,330826.6063,0,4.656369221,4.656369221,0.567139481,4203307,1
-119243.4,13626.9,0,62126.9,0,0,0,0,0,132765.68,85272.43,-23236.08,29008.33,41721,0,0,0.30282,0.30282,0,45000,1
3618992,167610171.3,15326245,-39756640.79,82970981.25,5292318.225,289658.75,0,0,63027825.07,33210906.12,9093209.121,7877323.808,3289713.125,330826.6063,7830261.319,1.416096991,1.286609327,-2.086971625,201331639,1
6460632,28062410,9583090,15738851,12607450,156947.95,87955,1755125.88,0,13359256.03,7369126.69,1605048.35,1494134.29,2890946.7,121950,0,9.567194908,6.300073879,0.801040051,15540641,1
0,0,0,0,0,0,0,0,0,3426332.53,1434640.09,1801256.25,137752.19,52684,0,722100.9,0,0,0,0,1
-42813.21,55564718,0,10000001,9616272,68400,0,0.28,0,56761379.24,33210906.12,-2811296.7,3244293.8,22414,0,514267.3,1.531871272,1.531871272,0.961627104,45888718,1
642598,2134814,0,-1484227,78073061,0,0,397974.3,0,1776719.71,1187482.31,-2855322.96,3433037.36,11523,0,359460,0,0,-52.60183314,78073061,1
12203754.25,167610171.3,15326245,66261067.99,82970981.25,5292318.225,289658.75,3892104.498,0,63027825.07,33210906.12,9093209.121,7877323.808,3289713.125,330826.6063,7830261.319,1.416096991,1.286609327,1.252182975,201331639,1
-2134006,16765403,3185315,9268167,13100120,1068045.58,0,74950.65,0,8405627.79,8390467.74,-1743879.4,1759039.45,0,0,0,5.479794214,4.43866978,1.413453167,16159615,1
2507489.58,5350078.58,0,4871013.31,0,265075,0,752246.87,0,6966123.22,6085252.96,-381729.74,405109,857491,0,0,1.435256678,1.435256678,0,3727611,1
7630463,109270054,15326245,66261067.99,4608400,1676236.93,289658.75,1926406.29,63016,39652578.33,21804024.56,8614429.53,6415245.24,2818879,330826.6063,3714217.75,2.514625565,2.161923557,0.069549136,48062207,1
469264,9352791,0,900408,7944889,518468,0,140779.2,0,13287048.87,1489063.09,9093209.121,811605.79,900160,330826.6063,0,2.342567224,2.342567224,8.823654388,11937428,1
655214.01,16270120.95,0,6584487.95,5668697,231648,0,222845.5,329935.625,15729057.3,15489817,239240.3,0,0,0,0,2.182994339,2.182994339,0.860916907,13121818,1
12203754.25,114446104,0,29377182,82970981.25,5292318.225,0,3892104.498,0,49561739.93,1120124.44,9093209.121,1464932.04,3289713.125,330826.6063,7830261.319,10.43116342,10.43116342,2.824334249,93942538.25,1
689970,13415712,9141054,0,0,0,140000,207153.3,0,6526395.28,6358939.16,162114.12,0,5342,5178,0,2.013178982,0.641460673,0,6663944,1
7572379,93579768,10821545,-5637704,10651762,5292318.225,289658.75,1371949.84,329935.625,36922219.23,16884489.94,9093209.121,2023489.65,3289713.125,330826.6063,537016.75,0.790632375,0.699203811,-1.889379435,129012419.8,1
733282,120672280,15326245,800014,60701726,2950602.2,225000,2435621.17,0,53244204.46,33210906.12,636654.82,990367.81,47549,55365,711050.45,7.042080406,6.14768569,75.87582967,77837611,1
1060278,5520467,421813,3148865,82970981.25,2686769.41,0,318084.48,329935.625,4399500.52,2298596.72,2067463.71,30827.09,2613,67375.93,856774.75,4.840005751,4.47018607,26.34948823,84111572.25,0
-506019,2920592,1369000,-353124,3056646,19620.75,0,0,0,1101716.98,1061978.63,-176775.45,215049.8,1464,1507,0,5.91674078,3.143324251,-8.656013185,3550261,1
1807514,142494162,15326245,7864560,82970981.25,467668.12,195000,527999.23,0,63027825.07,33210906.12,-6367670.829,7877323.808,1264637,0,1697220.3,4.324197159,3.859099473,10.54998388,115923725.3,1
-5236590,5771599,1586688,-10834286,37420810,1174915.6,0,0,0,11137844.02,8681469.71,-2389031.4,4845405.71,0,0,418350.15,5.861020591,4.249749427,-3.453924883,38405553,1
373788.43,5957247.62,0,3251411.47,1391865.88,0,0,122782.14,0,1985456.85,457971.6,1068806.41,64250.84,394428,0,4440,1.737975987,1.737975987,0.42808051,4819558.59,0
-362883,223796,0,-215329,0,145862.5,0,0,73000,117532.1,74128.66,41811.44,0,1592,0,137500,0.190549171,0.190549171,0,1174479,1
9987619.4,4353177,0,19514855,82970981.25,102012.18,250000,2936501.7,0,10144587.23,0,9093209.121,0,5704,0,0,0.271799504,0.271799504,4.251683205,98987114.25,1
-1207262.82,19628504.95,10737304,-2377901.22,25067511.64,12200,0,83215.5,0,9345282.44,6492456.01,2090458.24,517982.19,244386,170394.83,723274.1,227.5042523,103.0534943,-10.54186416,25153789.17,1
0,0,0,0,0,0,0,0,0,28698947.64,28086662.62,-4233908.34,4611813.36,234380,0,0,0,0,0,0,1
-535030.25,3886299,3401254,-335031,2472808,0,0,0,0,14910330.67,16302833.29,-6367670.829,7877323.808,0,0,147720,2.222619447,0.277402858,-7.380833415,4221330,0
-4552884,127043827,6212446,-12059042,82970981.25,5292318.225,0,0,329935.625,41281400.06,33210906.12,-4482912.81,4661420.65,205573,0,4031409.78,1.648841938,1.56821353,-6.880395744,160021318.3,1
12203754.25,52393063,0,33633037,0,2272172.98,0,3892104.498,0,16300608.96,4556601.79,9093209.121,130778.2,243779,330826.6063,7830261.319,1.375498911,1.375498911,0,38090225,1
-5228107.14,1956640.7,0,2893540.86,8102021,598845.8,13620,0,0,2192788.42,1815356.58,-6367670.829,7877323.808,221822,28058,659500.8,1.696052363,1.696052363,2.800036838,9255665.04,1
545334.45,1751867,0,3850415.45,0,287450.55,0,104912.24,329935.625,1386273.37,1111574.53,196815.64,38883.2,39000,75277,297804.8,8.565079008,8.565079008,0,204536,1
12203754.25,167610171.3,0,18750805,0,0,68662,3892104.498,329935.625,46236277.06,2305675.37,9093209.121,0,1956437,0,7830261.319,1.416096991,1.416096991,0,118360657.8,1
21536.58,0,0,5,0,4700,0,6460.97,0,22789033.47,23226264.36,-4296049.51,3854742.62,4076,0,0,0,0,0,0,1
1464039.3,404663,0,404663,0,0,0,439211.79,0,2058637.6,1713469.04,-70041.92,139412.93,275797.55,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,467955.35,29625.27,401709.26,33504.82,3116,0,0,0,0,0,0,1
-8317999.75,21818772.07,3969517.3,-39756640.79,82970981.25,694506.84,15739,0,329935.625,3083249.77,1002321.7,1050108.8,829448.27,201371,175126,7308801.65,2.932463142,2.398956346,-2.086971625,90411406.25,1
0,0,0,0,0,0,0,0,329935.625,1435398.59,1293322.36,-136506.05,277352.28,1230,0,673953.7,0,0,0,0,0
-6438627,29281429,0,18104367,33009932,0,0,313772,0,5187108.07,3723263.35,-6367670.829,7877323.808,0,287679.82,749445.7,3.456160193,3.456160193,1.823313237,41482175,1
0,0,0,0,0,0,0,0,105660,558152.98,415875.26,108503.34,1258.38,32516,5389.37,0,0,0,0,0,0
1907640,15149928,0,2290202,11286636,87078.3,0,639526.2,0,6427176.45,2591233.09,3184385.08,125753.28,525805,0,2443981.05,7.849654821,7.849654821,4.928227292,13216648,1
-827409.11,10138362,4257895,7444259.89,1492893.11,0,0,5513.7,0,3011305.34,3006506.33,-1252656.53,1257455.54,0,0,72480,1.705371223,0.989151818,0.200542852,7437852.11,1
12203754.25,167610171.3,0,58136852,82970981.25,1402708.41,70000,3892104.498,14000,19388062.1,4411513.35,-6367670.829,7877323.808,1678373,0,133788.44,1.416096991,1.416096991,1.427166735,201331639,1
559851.17,167610171.3,5000000,1003794,39931910,13350,0,165815.4,329935.625,50145780.1,33210906.12,-6367670.829,7877323.808,2583177,0,0,1.416096991,1.373853224,39.78098096,158292567.8,1
213778,772980,0,772980,0,0,0,64133.4,0,1825792,8717.24,1570767.76,3648,242659,21057,0,0,0,0,0,1
-8173957,103926660,15326245,66261067.99,59469413,0,0,1024266.25,329935.625,33801629.97,18181263.62,3781468.12,6439723.23,3289713.125,286629,6217211.3,3.946099552,3.3641614,0.897501577,85805966,1
13421,639160,615445,109395,0,10700,0,4026.3,0,968687.53,961378.99,-1278237.18,1285545.72,0,0,15600,1.02752565,0.03812468,0,622038,1
94160,2762401,763455,35375,13104320,1275,0,28248,0,2341296.16,2118097.12,147287.2,75911.84,0,0,192460,10.93154333,7.910352196,370.4401413,13357020,1
0,0,0,0,0,0,0,0,180000,183778,93875.46,48082.93,41819.61,0,0,0,0,0,0,0,1
80833,1302883,0,509302,0,65693.75,0,147587.7,0,2486329.98,15572.65,2278852.91,65938.42,125966,0,0,0.928575247,0.928575247,0,1403099,1
-4232334,31167193,7783809,-8835372,10682386,339662.95,0,0,0,16259994.6,15477861.2,-2687463.69,3358637.09,110960,330826.6063,674673.45,0.88224511,0.661909983,-1.209047678,46009522,1
-498376,693226,0,-925330,3530381,195894.45,0,0,100000,1729607.63,289493.98,1415355.3,24758.35,0,0,417471.75,0.340557212,0.340557212,-3.815266986,5565945,1
384749,7572531,3189674,642535,9852593,600656.7,28580,115424.79,0,5606889.26,5529274.29,-85238.1,135664.07,27189,0,0,47.32831875,27.39285625,15.33393979,10012593,1
-8317999.75,167610171.3,2625654,-39756640.79,82970981.25,3565205,0,135706.6,0,22268181.55,12988178.86,9093209.121,83965.07,0,266078,7830261.319,12.27434598,12.08206537,-2.086971625,96626305.25,1
3108465,3110686,0,3199567,0,29248,0,912348.1,0,4070794.67,3369856.02,-24584.43,211039.08,514484,0,0,46.77723308,46.77723308,0,66500,0
231368.97,613322.78,0,24627950.28,100000,10597.5,0,59981.52,0,515907.5,10511.68,498637.82,0,6758,0,35280,30.666139,30.666139,0.004060427,120000,1
110622,3401236,890450,4695487,0,144379,0,33186.6,444,4096672.9,4031426.56,15432.16,49814.18,0,0,0,3.903297662,2.881406972,0,871375,1
-991420,5778826,2345470,10789154,934195,1038105.9,0,12766.79,329935.625,2186560.62,2170244.5,16316.12,0,0,1702.17,0,3.461672459,2.056672741,0.086586492,2603569,1
12203754.25,167610171.3,15326245,-39756640.79,82970981.25,5292318.225,289658.75,3892104.498,0,63027825.07,33210906.12,-6367670.829,7877323.808,3289713.125,330826.6063,7830261.319,1.416096991,1.286609327,-2.086971625,201331639,1
12203754.25,0,0,2,0,0,0,3892104.498,329935.625,6801906.29,5592984.18,895892.22,258234.89,54795,0,442736.75,0,0,0,0,1
-8317999.75,167610171.3,0,-39756640.79,82970981.25,5292318.225,0,3892104.498,0,63027825.07,33210906.12,-6367670.829,7877323.808,3289713.125,330826.6063,7830261.319,1.416096991,1.416096991,-2.086971625,201331639,0
62342,1623885,1240030,2546064,0,0,22885,18551.05,329935.625,16603735.44,16475959.26,-60525.59,187964.77,337,0,0,14.88819312,3.519280842,0,109072,1
2880.84,2664863.44,0,1158526.24,1876035.2,33874.9,0,95817.63,329935.625,1198200.71,82943.8,972144.55,41717.36,101395,0,628474.21,2.840951282,2.840951282,1.619329054,2814053.2,1
12203754.25,167610171.3,15326245,66261067.99,74771795,5292318.225,0,2729551.2,0,6266618.67,4601625.5,-6240256.62,7569249.79,336000,0,0,4.754216026,4.319491337,1.128442346,110026855,1
11413907,153737479,15326245,56410938,46000000,619817.92,289658.75,3892104.498,0,33360479.65,22975072.76,5993875.36,294071.53,3289713.125,330826.6063,7830261.319,2.243958731,2.020256212,0.815444693,114511723,1
111187.5,17404339,169600,431759.5,6577735,256937.5,0,32525.4,0,9173100.37,8319190.52,136780.34,170210.51,546919,0,0,1.537976993,1.522989874,15.23471979,17894119.5,0
12203754.25,72473331,3141686,29025281,38354833,5292318.225,289658.75,3892104.498,0,63027825.07,33210906.12,3299244.28,4327422.74,3144843,330826.6063,2499309.1,2.054455537,1.965395822,1.321428482,73631007,1
12203754.25,167610171.3,15326245,66261067.99,82970981.25,5292318.225,289658.75,3892104.498,329935.625,63027825.07,33210906.12,9093209.121,7877323.808,3289713.125,330826.6063,7830261.319,1.416096991,1.286609327,1.252182975,201331639,1
4467224,11610818,2829328,5027226,6488389,33784.5,0,1341881.55,0,2774451.47,1706552.43,-44610.8,800497.84,312012,0,0,72.40831421,54.76383207,1.290649953,6648741,1
0,0,0,0,0,0,0,0,0,2776,0,2776,0,0,0,0,0,0,0,0,0
-586328,5043835,1600940,-628914,8683559,460750,0,0,0,8251888.74,8038142.52,113460.82,100285.4,0,11519,0,4.269226537,2.914151375,-13.80722802,9864999,1
142773,2949696,945810,342077,1958400,32048.55,0,42034.64,329935.625,3750398.94,3614717.15,92179.79,0,43502,0,0,3.693250796,2.509022477,5.725026821,2757072,0
0,0,0,0,0,0,0,0,0,20425399.11,1118485.91,9093209.121,0,7680,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,3369161.05,1625400.84,1102679.43,431396.78,209684,0,0,0,0,0,0,0
-1371652.35,1086443,520627,-5207510,7683601,511903.55,11726,0,0,1385656.28,907625.32,460080.2,17950.76,0,0,7567.2,0.714204575,0.371955432,-1.475484637,9204794,1
6700849.5,167610171.3,15326245,-37927193,450000,72275,0,2035310.4,0,63027825.07,33210906.12,-6367670.829,7877323.808,3289713.125,109624,3566969.4,1.416096991,1.286609327,-0.011864838,118810657.8,1
-8317999.75,167610171.3,0,18533015,82970981.25,756332.81,260991,3779934,329935.625,40405782.45,9746540.19,9093209.121,7877323.808,2487581,330826.6063,7830261.319,2.871859777,2.871859777,4.476928403,141333918.3,1
94048,1152591,61360,270440,554363,87293.6,0,31455.42,0,1705919.56,1641394.27,-57087.04,121612.33,0,0,0,1.216309823,1.151557651,2.049855791,1501976,1
409203.38,22507945.5,1500798.95,2115810.76,47059710.32,2328639.46,289658.75,869851.44,329935.625,2841946.88,1309353.92,1463948.96,0,68644,0,5188496.58,1.981269096,1.849160789,22.24192787,58420078.05,1
19657.03,499284.94,324700,12309084.94,0,127300,7558,44087.11,0,1141394.53,776535.51,364859.02,0,0,0,157120,31.40156855,10.98018491,0,15900,1
8793124.34,134603185.6,15326245,66261067.99,26497400,326646.96,289658.75,2536429.82,0,63027825.07,33210906.12,4854470.58,2612932.44,873268,329003.83,7830261.319,3.071463733,2.721739427,0.399893947,70321191.3,1
7814112.53,90635309,14749363,2124762,22244124,29195.4,138278,2260304.81,0,25718201.83,13992800.66,-2355474.23,7877323.808,3289713.125,299747.87,1689315.2,1.348383038,1.128956513,10.46899559,89461900,1
-949545,2583014,0,-1392204,0,111871.05,95956,152351.75,53000,2539148.05,83576.27,2196643.78,0,258928,0,1962227.57,0.536233003,0.536233003,0,4816962,1
-5020386,15775612,6398955,-39756640.79,82970981.25,1062155.43,0,0,0,5322602.8,3648341.59,390144.32,1118115.44,166001.45,134141,1654331.35,2.208701063,1.312800561,-2.086971625,90113465.25,1
140530.29,333379,0,318118,79310,16776.26,0,42159.17,0,1210458.81,992564.46,84159.3,17145.05,116590,4633.28,0,16.66895,16.66895,0.249310004,99310,1
2197085,96806105,15326245,3602240,50665265,401668.15,0,633799.38,0,63027825.07,33210906.12,-6367670.829,7877323.808,1371340,142654,0,2.183515596,1.837823607,14.06493321,95000238,1
49560,432624,0,364156,0,0,0,14468,0,410866.42,234717.09,176149.33,0,0,0,0,8.011555556,8.011555556,0,54000,1
12203754.25,167610171.3,15326245,66261067.99,82970981.25,5292318.225,289658.75,3892104.498,0,63027825.07,33210906.12,9093209.121,1066650.39,3289713.125,330826.6063,7830261.319,1.416096991,1.286609327,1.252182975,201331639,1
9036353,26614952,0,26615155,45268,1899503.38,0,2725835.59,0,10124837.21,3390035.29,4286037.53,2448764.39,0,0,1309056.7,3.049703554,3.049703554,0.001700835,8772330,1
-4549132.3,1329942,0,-12237761,21684869,2756102.5,0,0,2072,1386759.56,469356.84,823005.24,25096.48,69301,63458,89850,5.119848169,5.119848169,-1.77196376,21944631,0
-129712.66,1259939,0,1090047,2215127,0,0,40107,0,1520080.12,900570.73,578459.39,0,41050,18750.63,103380,3.074784328,3.074784328,2.032138981,2624892,0
0,0,0,0,0,0,0,0,0,881445.52,836758.07,-139544.55,164280,19952,0,0,0,0,0,0,0
-168606,979865,274960,831394,610921,57421.25,712,4110.9,0,202951.41,192061.44,-372405.02,383294.99,0,0,36000,0.542117848,0.389994113,0.734815262,2418397,1
0,0,0,0,0,0,0,0,0,343977.42,84871.76,196856.42,29951.24,32298,0,0,0,0,0,0,0
494955.2,1656079,0,915678.97,0,0,0,149555.46,0,596298.4,14087.2,502070.51,16115.69,64025,0,0,2.153481472,2.153481472,0,769024.03,0
12203754.25,58613682,0,66261067.99,13795311,4681.38,289658.75,3892104.498,0,17774169.05,2178.62,9093209.121,0,2772001,21408,359641.4,0.511950668,0.511950668,0.208196327,128286190,1
38472,100200,0,114869,1,0,0,11023,0,52406.92,20918.52,31488.2,0.2,0,1213,0,0,0,8.71E-06,1,1
-4661550.5,5203169,1724953,3879158,2554222,65768,0,0,0,776395.48,695391.62,-190625.48,271629.34,0,0,0,0,0,0.658447529,2554222,0
